RowID,ObjectID,Object_Number,Sort_Number,Dept,Maker,Alpha_Sort,Title,Date,Begin_Date,End_Date,Medium,Dimensions,Credit_Line,Primary_Image_Filename,GeoRowID,GeoObjectID,Geography_Type,Continent,Subcontinent,Country
328,47568,2005-63,2005   63,Asian,"Chinese; Ming dynasty, 1368_1644; Qiao Bin (the younger), active ca. 1500",Chinese; Ming dynasty; Qiao Bin,Guanyin,1500,1500,1500,Stoneware with tri-color (sancai) glaze,"h. 68.5 cm., w. 45.5 cm., d. 25.0 cm. (26 15/16 x 17 15/16 x 9 13/16 in.)","Museum purchase, in memory of Frederick W. Mote, through the Fowler McCormick, Class of 1921, Fund",2005-63_OBL2.jpg,332,47568,Place made,Asia,,China
329,47566,2005-65 a-b,2005   65 a    b,AAA,Late Classic; Maya,Classic; Maya,Kneeling noble woman holding a lidded jar,A.D. 650_750,650,750,Ceramic with polychrome slip,"h. 28.9 cm., w. 15.4 cm., d. 22.5 cm. (11 3/8 x 6 1/16 x 8 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2005-65A-B_OBL.jpg,333,47566,Place made,North America,Mesoamerica,"Belize, Guatemala, or Mexico"
330,42477,2005-116,2005  116,P&D,"Paul Gauguin, French, 1848_1903","Gauguin, Paul","The Universe is Created (L'Univers est cr__), from the Noa Noa suite",1893_94,1893,1894,Woodcut  printed in black on thin rose-colored wove paper,sheet trimmed to block: 20.7 x 35.5 cm. (8 1/8 x 14 in.),"Museum purchase, Laura P. Hall Memorial Fund",2005-116.jpg,334,42477,,,,
331,42654,2005-127,2005  127,AAA,Late Classic; Maya,Classic; Maya,Chocolate cup depicting a mythic scene,A.D. 650_800,650,800,Ceramic with polychrome slip,"h. 21.5 cm., diam. 15.0 cm. (8 7/16 x 5 7/8 in.)",Gift of Stephanie H. Bernheim and Leonard H. Bernheim Jr. in honor of Gillett G. Griffin,2005-127_A.jpg,335,42654,Place made,North America,Mesoamerica,Guatemala
332,42655,2005-128,2005  128,P&D,"Gian Lorenzo Bernini, Naples 1598_1680 Rome","Bernini, Gian Lorenzo",Seated Male Nude,ca. 1618_24,1618,1624,Red chalk heightened with white chalk on buff laid paper,"42.2 _ 27.2 cm. (16 5/8 _ 10 11/16 in.)
frame: 61.3 _ 45.6 _ 3.2 cm (24 1/8 _ 17 15/16 _ 1 1/4 in.)","Museum purchase, Laura P. Hall Memorial Fund and Fowler McCormick, Class of 1921, Fund",2005-128_1.jpg,336,42655,,,,
333,42742,2006-34,2006   34,Photo,"Carleton Watkins, American, 1829_1916","Watkins, Carleton",View from Inspiration Point,1879,1879,1879,Albumen print,"image: 39.5 x 54.2 cm. (15 9/16 x 21 5/16 in.)
mount (album): 50.2 x 65.2 cm. (19 3/4 x 25 11/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2006-34.jpg,337,42742,,,,
334,51625,2006-825,2006  825,American,"Eastman Johnson, American, 1824_1906","Johnson, Eastman",Study for A Glass with the Squire,ca. 1880,1875,1885,Oil on paper board,"64.5 x 53 cm. (25 3/8 x 20 7/8 in.)
frame: 88.9 _ 76.6 _ 7.8 cm (35 _ 30 3/16 _ 3 1/16 in.)","Gift of Stuart P. Feld, Class of 1957, and Sue K. Feld, in commemoration of the Fiftieth Reunion of the Class of 1957
",2006-825.jpg,338,51625,,,,
335,52947,2007-20,2007   20,American,"Rubens Peale, American, 1784_1865","Peale, Rubens",Still Life with Watermelon,1865,1865,1865,Oil on canvas,"48.3 x 69.9 cm. (19 x 27 1/2 in.)
frame: 66.5 _ 87 _ 8.5 cm (26 3/16 _ 34 1/4 _ 3 3/8 in.)",Gift in honor of Professor John Wilmerding from his friends and former students and the Kathleen C. Sherrerd Fund for Acquisitions in American Art,2007-20.jpg,339,52947,,,,
336,52872,2007-30.1,2007   30     1,Photo,"Nicolaas Henneman, Dutch, 1813_1893","Henneman, Nicolaas",Aztec Lilliputians,1853,1853,1853,Coated salted paper or light albumen print,"10.3 x 8.8 cm. (4 1/16 x 3 7/16 in.)
mount: 30 x 23.1 cm. (11 13/16 x 9 1/8 in.)","Museum purchase, Surdna Fund",2007-30-1.jpg,340,52872,,,,
337,16688,2007-139,2007  139,AAA,Classic (Tlamimilolpa-Metepec); Teotihuacan,Classic; Teotihuacan,Mask,A.D. 250_550,250,550,Travertine,"h. 18.5 cm., w. 17.5 cm., d. 11.3 cm. (7 5/16 x 6 7/8 x 4 7/16 in.)",Gift of Gillett G. Griffin,L1970-44.jpg,341,16688,Place made,North America,Mesoamerica,Mexico
338,55498,2008-62,2008   62,Photo,"James Wallace Black, American, 1825_1896",Black James Wallace,Enchondroma of the scapula,1863,1863,1863,Albumen print,"29.5 x 23.1 cm. (11 5/8 x 9 1/8 in.)
mount: 29.9 x 25.4 cm. (11 3/4 x 10 in.)","Museum purchase, anonymous gift",2008-62.jpg,342,55498,,,,
339,55556,2008-71,2008   71,EPS,"Gustave Courbet, French, 1819_1877",Courbet Gustave,View of a rough sea near a cliff,after 1873,1873,1873,Oil on canvas,"61 x 81 cm. (24 x 31 7/8 in.)
89.5 _ 109.9 _ 9.5 cm (35 1/4 _ 43 1/4 _ 3 3/4 in.)","Museum Purchase, Fowler McCormick, Class of 1921, Fund in honor of Susan M. Taylor, director of the Princeton University Art Museum, 2000-2008",2008-71.jpg,343,55556,,,,
340,56238,2009-1,2009    1,American,"Robert Walter Weir, American, 1803_1889","Weir, Robert Walter",The Greenwich Boat Club,1833,1833,1833,Oil on canvas,"54 x 77.5 cm. (21 1/4 x 30 1/2 in.)
frame: 77 _ 100.3 _ 9.8 cm (30 5/16 _ 39 1/2 _ 3 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund and the Kathleen Compton Sherrerd Fund for Acquisitions in American Art; frame gift of Eli Wilner & Company
",2009-1.jpg,344,56238,,,,
341,56301,2009-23,2009   23,EPS,French,French,Panel from a Casket: Sir Gawain on the Marvelous Bed,1300_50,1300,1350,Ivory,10.7 x 12 x 0.5 cm. (4 3/16 x 4 3/4 x 3/16 in.),"Museum purchase, Carl Otto von Kienbusch Jr. Memorial Collection Fund and Fowler McCormick, Class of 1921, Fund",2009-23.jpg,345,56301,Place made,,,France
342,56266,2009-24,2009   24,P&D,"Joseph Wright of Derby, British, 1734_1797","Wright of Derby, Joseph","Entrance to the Dove Holes, Derbyshire",1773,1773,1773,Brush and gray and black wash over touches of graphite on cream laid paper,34.3 x 52.7 cm. (13 1/2 x 20 3/4 in.),"Museum purchase, Surdna Fund and Fowler McCormick, Class of 1921, Fund",2009-24.jpg,346,56266,,,,
343,55895,2009-36,2009   36,Asian,"Japanese; Edo period, 1600_1868; Katsushika Hokusai, 1760_1849; Published by Eijudo",Japanese; Edo period; Katsushika Hokusai; Eijudo,The Poem of Fujiwara no Michinobu Ason,1839,1839,1839,Woodblock print (?ban yoko-e format); ink and color on paper,"26.2 x 37.6 cm. (10 5/16 x 14 13/16 in.)
mat: 36.2 x 48.9 cm. (14 1/4 x 19 1/4 in.)","Museum purchase, Laura P. Hall Memorial Fund and gift of the P.Y. and Kinmay W. Tang Center for East Asian Art
",2009-36.jpg,347,55895,Place made,Asia,,Japan
344,56362,2009-74,2009   74,Photo,"Maurice Loewy, French, 1833_1907; Pierre-Henri Puiseux, French, 1855_1928","Loewy, Maurice; Puiseux, Pierre-Henri","Ray System of Tycho, Waning Phase",1900,1900,1900,Photogravure,"image: 56.8 x 46.6 cm. (22 3/8 x 18 3/8 in.)
sheet: 80 x 59.7 cm. (31 1/2 x 23 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2009-74.jpg,348,56362,,,,
345,56358,2009-77,2009   77,Asian,"Japanese; Meiji period, 1868_1912; Kobayashi Kiyochika ????, 1847_1915",Japanese; Meiji period; Kobayashi Kiyochika,The Great Fire at Ry?goku Bridge,,1867,1915,"Hanging scroll; ink, color, and gold on silk
","Painting: 85.7 x 118.7 cm. (33 3/4 x 46 3/4 in.)
Mount: 179.8 x 134.2 cm. (70 13/16 x 52 13/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2009-77.jpg,349,56358,Place made,Asia,,Japan
346,57122,2009-81,2009   81,ABI,Greek; Hellenistic,Greek; Hellenistic,Statuette of Hermaphrodite,2nd century B.C.,100,199,White marble,"h. 149.1 cm., w. 27.5 cm., d. 13.2 cm. (58 11/16 x 10 13/16 x 5 3/16 in.)","Museum purchase, Fowler McCormick, Class of 1922, Fund",2009-81_FRN1.jpg,350,57122,Place made,,,
347,57129,2009-88,2009   88,AAA,Late Formative (Nisa phase); Zapotec,Formative; Zapotec,Vessel in the form of a prone creature,100 B.C._A.D. 200,-100,200,Fine-grained grayware ceramic,"h. 13.8 cm., l. 22.9 cm., d. 12.1 cm. (5 7/16 x 9 x 4 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2009-88_1.jpg,351,57129,Place made,North America,Mesoamerica,Mexico
348,57132,2009-129,2009  129,AAA,Early Intermediate; Mochica,Early Intermediate Period; Mochica,Thin-bladed knife with finial depicting human and feline,A.D. 600_800,600,800,Cast copper alloy,"h. 27.3 cm., w. 9.5 cm. (10 3/4 x 3 3/4 in.)
27.3 x 7.6 x 4.4","Museum purchase, Fowler McCormick, Class of 1921, Fund",2009-129_L.jpg,352,57132,Place made,South America,Andes,Peru
349,58323,2010-15,2010   15,P&D,"Pierre-Paul Prud'hon, French, 1758_1823","Prud'hon, Pierre-Paul",Nicolas Perchet,1795,1795,1795,Pastel on blue-gray paper,"40.0 x 31.0 cm. (15 3/4 x 12 3/16 in.)
frame (oval): 55.9 x 43.2 cm. (22 x 17 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2010-15.jpg,353,58323,,,,
350,58880,2010-81,2010   81,Asian,"Korean; Goryeo dynasty, 918_1392",Korean; Goryeo,Melon ewer with lotus-flower design,12th century,1100,1200,"Stoneware with celadon glaze, underglaze relief, and incised designs","h. 20.5 cm., diam. 18.0 cm. (8 1/16 x 7 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund
",TC2010-24_0359.jpg,354,58880,Place made,Asia,,Korea
351,59080,2010-90,2010   90,AAA,Classic Black-on-White (Style III); Mimbres,Classic Black-on-White (Style III); Mimbres,Bowl with bighorn sheep,A.D. 1000_1150,1000,1150,Ceramic with white ground slip and black design slip,"h. 9.5 cm., diam. 23.5 cm. (3 3/4 x 9 1/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2010-90.jpg,355,59080,Place excavated,North America,American southwest,United States
352,59651,2010-101,2010  101,EPS,"Angelica Kauffmann, British, born in Switzerland, 1741_1807","Kauffmann, Angelica",Portrait of Sarah Harrop (Mrs. Bates) as a Muse,1780_81,1780,1781,Oil on canvas,"142 x 121 cm. (55 7/8 x 47 5/8 in.)
frame: 163.8 x 141 x 6.3 cm. (64 1/2 x 55 1/2 x 2 1/2 in.)","Museum purchase, Surdna Fund and Fowler McCormick, Class of 1921, Fund
",2010-101.jpg,356,59651,,,,
353,60129,2010-129,2010  129,African,Igbo artist,Igbo,Ikenga,first half of the 20th century,1900,1949,Wood and polychrome,"h. 116.0 cm., w. 30.0 cm., d. 30.0 cm. (45 11/16 x 11 13/16 x 11 13/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund
",2010-129_0110.jpg,357,60129,Place made,Africa,West Africa,Nigeria
354,60785,2011-25,2011   25,Photo,"Benjamin J. Falk, American, 1852_1925","Falk, Benjamin J.",Thomas Alva Edison,ca. 1900,1895,1905,Platinum print,"sheet (sight): 34 x 25.3 cm. (13 3/8 x 9 15/16 in.)
frame: 53 x 44 cm. (20 7/8 x 17 5/16 in.)","Museum purchase, gift of David and Kathryn Richardson, parents of Andrew Richardson, Class of 1992, and Matthew Richardson, Class of 1997, in honor of Peter C. Bunnell",2011-25.jpg,358,60785,,,,
355,61090,2011-42,2011   42,African,Yoruba artist,Yoruba,Pair of ere ibeji figures with beaded tunic,late 19th_early 20th century,1870,1929,"Wood, camwood, metal, glass beads, fabric, thread, and leather","h. 25.4 cm., w. 26.0 cm., d. 20.3 cm. (10 x 10 1/4 x 8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2011-42_FRN1.jpg,359,61090,Place made,Africa,West Africa,Nigeria
356,61092,2011-43,2011   43,AAA,Chim?; Late Intermediate,Chim?; Late Intermediate,The Chim? Prisoner Textile (fragment),A.D. 1200_1290,1200,1290,"Cotton with red, ochre, green and blue pigments","186 x 162.5 cm. (73 1/4 x 64 in.)
canvas mount: 189 _ 165.3 _ 2.8 cm (74 7/16 _ 65 1/16 _ 1 1/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2011-43.jpg,360,61092,Place made,South America,Andes,Peru
357,61091,2011-62,2011   62,African,Yoruba artist,Yoruba,Gelede headdress,19th century,1800,1899,Wood and pigment,"h. 32.4 cm., w. 18.4 cm., d. 13.6 cm. (12 3/4 x 7 1/4 x 5 5/16 in.)","Museum purchase, Mary Trumbull Adams Art Fund",2011-62_a.jpg,361,61091,Place made,Africa,West Africa,Nigeria
358,62508,2011-107,2011  107,American,"Robert S. Duncanson, American, 1821_1872","Duncanson, Robert S.",Untitled (Landscape),late 1850s,1857,1859,Oil on canvas,"61 x 66 cm. (24 x 26 in.)
frame: 92.3 _ 120.5 _ 7.5 cm. (36 5/16 _ 47 7/16 _ 2 15/16 in.)","Museum purchase, Kathleen Compton Sherrerd Fund for Acquisitions in American Art and Mary Trumbull Adams Art Fund",2011-107.jpg,362,62508,,,,
359,62897,2011-154 a-b,2011  154 a    b,ABI,Etruscan,Etruscan,Praenestine Cista with engravings of the Dioscuri and the Judgment of Paris,ca. 300 B.C.,-305,-295,Cast and hammered bronze,"h. 41.3 cm., diam. 24.1 cm. (16 1/4 x 9 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, Carl Otto von Kienbusch, Jr., Memorial Collection Fund, and Hugh Leander Adams, Mary Trumbull Adams, and Hugh Trumbull Adams Princeton Art Fund",2011-154_a-b_view_a_low_angle.jpg,363,62897,,,,
360,65164,2012-76,2012   76,EPS,"Alfred Stevens, Belgian, 1823_1906","Stevens, Alfred",The Psych_ (My Studio),ca. 1871,1870,1872,Oil on panel,"73.7 x 59.1 cm. (29 x 23 1/4 in.)
frame: 97.8 x 85.1 x 7.4 cm. (38 1/2 x 33 1/2 x 2 15/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2012-76.jpg,364,65164,,,,
361,73907,2012-77,2012   77,African,Yoruba artist,Yoruba,Tunic,late 19th_early 20th century,1870,1929,"Glass and stone beads, fabric, and thread",approximately: 101.6 x 71.1 cm. (40 x 28 in.),"Museum purchase, Fowler McCormick, Class of 1921, Fund",2012-77_FRN.jpg,365,73907,Place made,Africa,West Africa,Nigeria
362,80800,2012-82,2012   82,AAA,Early Classic; Late Comala,Classic; Comala,Standing ballplayer,A.D. 200_400,200,400,Ceramic with traces of pigment,h. 32.9 cm. (12 15/16 in.),"Museum purchase, Fowler McCormick, Class of 1921, Fund",2012_82_FRN.jpg,366,80800,Place made,North America,Mesoamerica,Mexico
363,34202,y207,207     y,ABI,Assyrian,Assyrian,"Inscribed relief of a winged genius, from the palace of Ashurnasirpal II at Nimrud, Iraq",ca. 885_860 B.C.,-885,-860,Gypseous limestone,"h. 147.0 cm., w. 126.0 cm., d. 6.2 cm. (57 7/8 x 49 5/8 x 2 7/16 in.)","Gift of Robert Garrett, Class of 1897",y207_a.jpg,4,34202,Place excavated,Asia,,
364,34085,y33,33     y,ABI,"Andrea Rico di Candia, Cretan, active 1451_1492","Candia, Andrea Rico di",Virgin of the Passion,late 15th century,1451,1492,Tempera on wood panel,"91.0 x 77.0 cm. (35 13/16 x 30 5/16 in.)
frame: 111.4 x 86.0 x 6.7 cm. (43 7/8 x 33 7/8 x 2 5/8 in.)","Gift of Allan Marquand, Class of 1874",y33.jpg,1,34085,,,,
365,34110,y340,340     y,EPS,"Carlo Portelli da Loro, Italian, before 1510_1574","Portelli, Carlo da Loro","Virgin, Child, Infant John, and Saint Margaret",1565-74,1565,1574,"Oil on wood panel
","125.5 x 97 cm. (49 7/16 x 38 3/16 in.)
frame: 175.3 x 143.8 x 82.5 cm. (69 x 56 5/8 x 32 1/2 in.)","Gift of Harold Godwin, Class of 1879",y340.jpg,5,34110,,,,
366,34742,y711,711     y,EPS,"follower of Hieronymus Bosch, Netherlandish, ca. 1450_1516",Bosch Hieronymus,Christ before Pontius Pilate,ca. 1520,1515,1525,"Oil and tempera on oak panel
","80 x 104 cm. (31 1/2 x 40 15/16 in.)
frame: 101 x 125.4 x 6.3 cm. (39 3/4 x 49 3/8 x 2 1/2 in.)","Gift of Allan Marquand, Class of 1874",y711.jpg,6,34742,,,,
367,9659,CHW W289,HW    W    C  289,Photoarch,"Clarence H. White, American, 1871_1925","White, Clarence Hudson",Morning,1905,1905,1905,Gum bichromate print,24.5 x 19.5 cm. (9 5/8 x 7 11/16 in.),"The Clarence H. White Collection, assembled and organized by Professor Clarence H. White Jr., and given in memory of Lewis F. White, Dr. Maynard P. White Sr., and Clarence H. White Jr., the sons of Clarence H. White Sr. and Jane Felix White",CHW-W289.jpg,367,9659,Place made,North America,,United States
368,45237,PP222,P       222P,American,"Charles Willson Peale, American, 1741_1827","Peale, Charles Willson",George Washington at the Battle of Princeton,1783_84,1783,1784,Oil on canvas,"237 x 145 cm. (93 5/16 x 57 1/16 in.)
frame: 275 _ 179 _ 10 cm (108 1/4 _ 70 1/2 _ 3 15/16 in.)","Princeton University, commissioned by the Trustees.",PP222_1.jpg,368,45237,,,,
369,45301,PP303,P       303P,American,"William Stanley Haseltine, American, 1835_1900",Haseltine William Stanley,Isle of Capri: The Faraglioni,1870s,1870,1879,Oil on canvas,"83 x 142 cm. (32 11/16 x 55 7/8 in.)
frame: 97.8 x 158.8 x 5.1 cm. (38 1/2 x 62 1/2 x 2 in.)","Princeton University, gift of the Butler Family",PP303.jpg,369,45301,,,,
370,45424,PP344,P       344P,American,"John White Alexander, American, 1856_1915","Alexander, John White",Henry G. Marquand,1896,1896,1896,Oil on canvas,"198 x 107 cm. (77 15/16 x 42 1/8 in.)
frame: 214.3 _ 123.3 _ 9 cm (84 3/8 _ 48 9/16 _ 3 9/16 in.)","Princeton University, presented by the daughters of Mr. and Mrs. Allan Marquand",PP344.jpg,370,45424,,,,
371,39817,PP690,P       690P,American,American,American,High chest of drawers,ca. 1770,1765,1775,"Mahogany, tulip, poplar, white cedar, and brass","h. 238.5 cm., w. 109.5 cm., d. 60.5 cm. (93 7/8 x 43 1/8 x 23 13/16 in.)","Princeton University, Prospect House, Bequest of Mrs. Mary K. Wilson Henry",L1968-41.jpg,371,39817,Place made,,,United States
372,45067,MWA 47-168-1,WA       47M  168   1,Photoarch,"Minor White, American, 1908_1976","White, Minor","Devil's Slide, San Mateo County, California",12-Oct-47,1947,1947,Gelatin silver print,"9.2 _ 11.9 cm (3 5/8 _ 4 11/16 in.)
mount: 24.1 _ 19.1 cm (9 1/2 _ 7 1/2 in.)","The Minor White Archive, Princeton University Art Museum, bequest of Minor White",MWA00197.jpg,372,45067,Place depicted,,,
